Society & Solitude #5	4.34742396155	4.38666186062	4.49577617576	4.44133058702	4.48101476141	66
Double Dry Hopped Congress Street	4.44941901408	4.66552816901	4.60541750503	4.52946177062	4.60956740443	67
Columbus Bodhi DIPA	4.29828762404	4.43346885336	4.48163588754	4.41470851709	4.45987803197	68
Pallet 1	4.59888423989	4.68347280335	4.6509762901	4.58688981869	4.64442119944	69
Bourbon Barrel Aged Vanilla Bean Dark Lord	4.35051077613	4.60594555874	4.66932540177	4.6141522362	4.53977824841	7
Headroom Double IPA	4.51549271927	4.6748222147	4.6328310193	4.59092448358	4.62241788012	70
Haze	4.3986620263	4.37668471255	4.46394947151	4.43343258572	4.48215648363	71
The Crusher	4.41461248057	4.5998778592	4.58633133467	4.51648900733	4.54707972463	72
Stickee Monkee	4.12543647208	4.36130911501	4.44181095247	4.34049460811	4.3882384481	73
Maple Bacon Coffee Porter	4.14495511319	4.6547781681	4.39550806661	4.18712594327	4.43027907884	74
Fort Point Pale Ale	4.34597959184	4.48020578231	4.4800994898	4.41915136054	4.4369872449	75
Double Dry Hopped Fort Point Pale Ale	4.43254146123	4.60236441058	4.555972658	4.49422904527	4.5799529359	76
Last Snow	4.18225274321	4.65570439649	4.43547462994	4.14243022314	4.40782163635	77
Sosus	4.32933268197	4.44865363947	4.47403224231	4.42527796776	4.46792574499	78
Keene Idea	4.20356325544	4.55094439968	4.5558195004	4.44002578566	4.5902272361	79
Pliny The Elder	4.36058297049	4.51648524432	4.57859216255	4.42411707789	4.52508466376	8
Prairie Pirate Bomb!	4.3462435887	4.47430676545	4.46720345193	4.41296181715	4.45431979158	80
Congress Street IPA	4.39862517548	4.47618717829	4.4142077679	4.41030042115	4.41825549836	81
Imperial Russian Stout - Bourbon Barrel Aged	4.26040544025	4.50984143354	4.49247002707	4.32097976022	4.35143612221	82
Fuzzy	4.35665384615	4.64247115385	4.60473076923	4.50863701923	4.60100480769	83
Darkness	4.4654087249	4.30425033126	4.37460503516	4.35350626847	4.26136479462	84
Notorious Triple IPA	4.24634308511	4.53681848404	4.51213430851	4.37030418883	4.47589760638	85
Peg's G.O.O.D. RareR D.O.S.	4.13936718236	4.46256500987	4.49159315339	4.37268268598	4.48819865043	86
Bad Boy	4.23549515651	4.4735065247	4.39372908494	4.33622768393	4.39851252902	87
Imperial Eclipse Stout - Elijah Craig (12 Year)	4.13342286582	4.39172895013	4.44393028144	4.31336856242	4.39311573047	88
Mother Of All Storms	4.08595866759	4.43972799235	4.4824549753	4.28936673219	4.3548052914	89
Julius	4.46052891167	4.56446167824	4.55133623207	4.52578298397	4.54909728081	9
Consecration	3.9585762815	4.34599198905	4.40867261573	4.24877047102	4.271890686	90
Temptation	4.24632185651	4.3772561808	4.42426310734	4.33782041559	4.39718893776	91
Wide Awake It's Morning	3.99700822737	4.59568997756	4.39524121167	4.37172774869	4.39281039641	92
Morning Wood	4.50054206418	4.63996097138	4.64440589766	4.50205984389	4.67790546401	93
Chocolate Rain	3.89315021743	4.36832498486	4.36467826278	4.18812186932	4.22476798591	94
Double Shot - Sumatra Mandheling	4.49585247575	4.58333333333	4.52935171006	4.45756763655	4.51505870342	95
Bourbon Barrel Aged Abominable: Coffee And Cinnamon	4.38627197935	4.515123407	4.54008711082	4.38389256332	4.50056460719	96
Dreadnaught IPA	4.24658519051	4.41085549964	4.40347386259	4.36263736264	4.36732309746	97
Stone Enjoy By IPA	4.18742462312	4.3433040201	4.2992839196	4.17287688442	4.2985678392	98
Bourbon Barrel Champion Ground	4.57305045872	4.7246559633	4.65974770642	4.55596330275	4.60871559633	99
